Sampling Date,State,City/Town/Village/Area,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
27/01/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,14,20,114,NA
31/01/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,16,21,134,NA
2/3/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,17,23,176,NA
2/7/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,16,23,167,NA
2/10/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,17,23,183,NA
14/02/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,16,21,182,NA
17/02/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,14,19,95,NA
21/02/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,15,20,109,NA
24/02/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,14,19,101,NA
28/02/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,13,17,85,NA
3/3/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,16,22,139,NA
3/7/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,16,22,136,NA
3/10/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,14,19,112,NA
14/03/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,15,20,115,NA
17/03/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,13,18,118,NA
21/03/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,14,47,126,NA
24/03/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,15,21,133,NA
28/03/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,13,17,102,NA
31/03/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,13,18,120,NA
4/4/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,14,20,135,NA
4/7/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,13,17,116,NA
4/11/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,13,18,123,NA
14/04/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,12,17,100,NA
18/04/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,13,17,94,NA
21/04/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,16,22,167,NA
25/04/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,15,20,133,NA
28/04/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,15,20,145,NA
5/2/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,16,22,156,NA
5/5/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,15,21,140,NA
5/9/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,16,22,161,NA
5/12/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,15,20,143,NA
16/05/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,14,19,129,NA
19/05/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,13,20,147,NA
23/05/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,14,19,128,NA
26/05/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,15,20,127,NA
30/05/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,12,16,83,NA
6/2/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,14,19,111,NA
6/6/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,15,20,141,NA
6/9/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,14,19,119,NA
13/06/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,14,19,101,NA
16/06/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,14,19,105,NA
20/06/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,12,17,79,NA
23/06/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,16,23,155,NA
27/06/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,14,19,121,NA
30/06/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,14,18,109,NA
7/4/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,13,18,105,NA
7/7/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,13,17,103,NA
7/11/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,15,21,115,NA
14/07/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,14,19,103,NA
18/07/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,14,19,100,NA
21/07/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,15,21,123,NA
26/07/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,14,19,109,NA
28/07/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,13,18,104,NA
8/1/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,12,15,101,NA
8/4/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,14,19,123,NA
8/8/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,14,19,112,NA
8/11/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,15,19,131,NA
15/08/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,14,19,121,NA
18/08/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,13,17,115,NA
22/08/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,9,12,46,NA
25/08/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,13,18,116,NA
29/08/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,14,19,125,NA
9/1/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,15,21,138,NA
9/5/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,15,20,143,NA
9/8/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,14,18,117,NA
9/12/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,12,16,96,NA
15/09/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,14,19,93,NA
19/09/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,15,21,109,NA
22/09/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,15,20,113,NA
26/09/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,15,22,121,NA
29/09/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,15,20,121,NA
10/3/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,13,19,101,NA
10/6/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,15,20,114,NA
10/10/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,15,21,119,NA
10/11/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,14,19,117,NA
13/10/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,13,18,90,NA
17/10/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,15,20,131,NA
20/10/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,14,18,122,NA
24/10/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,16,21,127,NA
26/10/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,17,22,139,NA
27/10/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,21,21,175,NA
28/10/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,18,21,156,NA
29/10/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,16,21,134,NA
14/11/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,14,20,123,NA
17/11/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,13,18,110,NA
21/11/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,15,20,127,NA
24/11/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,13,18,121,NA
28/11/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,15,20,129,NA
12/1/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,14,19,121,NA
12/5/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,13,17,105,NA
12/8/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,14,20,122,NA
12/12/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,13,17,108,NA
15/12/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,14,19,112,NA
19/12/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,14,20,121,NA
22/12/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,13,17,109,NA
26/12/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,15,21,133,NA
29/12/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,Industrial Area,13,18,101,NA
1/5/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,16,69,NA
1/8/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,16,60,NA
1/12/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",13,17,57,NA
15/01/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,15,49,NA
19/01/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,15,50,NA
22/01/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",13,15,55,NA
26/01/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",13,17,58,NA
29/01/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",13,16,61,NA
2/2/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,16,68,NA
2/5/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,16,63,NA
2/9/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",11,15,66,NA
2/12/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,16,57,NA
16/02/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,16,64,NA
19/02/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",13,17,65,NA
23/02/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,16,63,NA
26/02/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",11,15,51,NA
3/2/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,16,62,NA
3/5/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",13,17,80,NA
3/9/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",10,14,56,NA
3/12/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,16,67,NA
16/03/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,16,73,NA
19/03/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",10,14,64,NA
23/03/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",13,17,80,NA
26/03/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",11,15,68,NA
30/03/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",10,13,57,NA
4/2/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",15,15,75,NA
4/6/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",11,15,71,NA
4/9/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",11,14,60,NA
13/04/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",11,15,79,NA
16/04/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,15,70,NA
20/04/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",13,18,90,NA
23/04/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,16,77,NA
27/04/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",13,18,95,NA
30/04/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",13,17,92,NA
5/4/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",11,14,70,NA
5/7/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",13,17,90,NA
5/11/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",11,14,63,NA
14/05/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",11,14,63,NA
18/05/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,16,70,NA
21/05/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,15,72,NA
25/05/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",13,17,82,NA
28/05/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",11,14,47,NA
6/1/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,16,58,NA
6/4/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,17,82,NA
6/8/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",10,14,46,NA
6/11/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,16,69,NA
15/06/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",13,17,74,NA
18/06/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",11,14,63,NA
22/06/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,16,66,NA
25/06/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",11,15,61,NA
29/06/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",14,19,83,NA
7/2/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",11,14,59,NA
7/6/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,16,70,NA
7/10/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",13,18,82,NA
13/07/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",11,15,70,NA
16/07/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",11,14,67,NA
20/07/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,16,78,NA
23/07/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",14,19,108,NA
27/07/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",11,14,80,NA
30/07/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",10,12,69,NA
8/3/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,15,76,NA
8/6/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,16,78,NA
8/10/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",11,14,72,NA
13/08/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,16,79,NA
17/08/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,16,73,NA
20/08/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",14,20,96,NA
24/08/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",15,21,118,NA
27/08/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,16,80,NA
31/08/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",11,14,75,NA
9/3/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,16,73,NA
9/7/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",11,15,69,NA
9/10/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",10,13,60,NA
14/09/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,15,71,NA
17/09/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",11,14,64,NA
21/09/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",11,15,70,NA
24/09/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,16,74,NA
28/09/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,17,80,NA
10/1/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",13,18,82,NA
10/5/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",13,18,86,NA
10/8/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",11,15,70,NA
10/12/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",11,15,69,NA
15/10/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,16,75,NA
19/10/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",13,17,84,NA
22/10/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",14,19,92,NA
24/10/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",24,22,134,NA
26/10/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",18,22,117,NA
27/10/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",25,24,149,NA
28/10/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",20,22,111,NA
29/10/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",13,18,98,NA
16/11/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,15,72,NA
19/11/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,16,74,NA
23/11/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",13,17,83,NA
26/11/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,16,77,NA
30/11/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",11,15,73,NA
12/3/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",13,17,82,NA
12/7/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,18,71,NA
12/10/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",11,15,55,NA
12/11/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",13,18,83,NA
14/12/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,16,76,NA
17/12/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,17,65,NA
21/12/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",13,16,84,NA
24/12/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,15,74,NA
28/12/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",14,17,91,NA
31/12/2011,Gujarat,Rajkot,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",11,17,76,NA
1/5/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",16,24,92,NA
1/8/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",16,26,96,NA
1/12/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",16,25,90,NA
15/01/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",15,25,95,NA
19/01/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",15,24,93,NA
22/01/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",15,25,88,NA
26/01/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",16,25,85,NA
29/01/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",15,25,91,NA
2/2/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",16,26,94,NA
2/5/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",16,25,96,NA
2/9/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",17,26,104,NA
2/12/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",18,28,98,NA
16/02/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",17,26,92,NA
19/02/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",16,25,90,NA
23/02/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",17,27,96,NA
26/02/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",16,26,101,NA
3/2/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",17,27,98,NA
3/5/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",16,25,93,NA
3/8/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",21,29,101,NA
3/11/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",22,67,106,NA
15/03/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",25,34,99,NA
18/03/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",20,31,96,NA
22/03/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",19,29,104,NA
25/03/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",24,32,102,NA
29/03/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",18,27,101,NA
4/1/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",21,29,97,NA
4/6/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",19,28,96,NA
4/9/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",18,25,102,NA
13/04/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",16,25,93,NA
16/04/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",17,26,91,NA
20/04/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",18,27,97,NA
23/04/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",16,25,94,NA
27/04/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",16,26,102,NA
30/04/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",16,25,98,NA
5/4/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",17,25,98,NA
5/7/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",18,26,95,NA
5/11/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",18,26,90,NA
14/05/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",16,25,94,NA
18/05/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",16,24,112,NA
21/05/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",17,25,105,NA
25/05/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",16,25,102,NA
28/05/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",16,24,104,NA
6/1/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",17,24,101,NA
6/4/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",16,23,106,NA
6/8/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",16,23,92,NA
6/11/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",17,25,88,NA
15/06/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",17,26,95,NA
18/06/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",16,24,98,NA
22/06/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",15,23,105,NA
25/06/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",15,23,108,NA
29/06/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",14,22,101,NA
7/2/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",16,24,96,NA
7/6/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",13,20,78,NA
7/9/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,19,72,NA
13/07/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,20,76,NA
16/07/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",11,18,79,NA
20/07/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,19,81,NA
